Code,D_P,Description
S72064A,D,"Fractura articular sin desplazamiento de cabeza de fémur derecho, contacto inicial por fractura cerrada"
S72064B,D,"Fractura articular sin desplazamiento de cabeza de fémur derecho, contacto inicial por fractura abierta tipo I, II o NEOM"
S72064C,D,"Fractura articular sin desplazamiento de cabeza de fémur derecho, contacto inicial por fractura abierta tipo IIIA, IIIB o IIIC"
S72064D,D,"Fractura articular sin desplazamiento de cabeza de fémur derecho, contacto sucesivo por fractura cerrada con curas rutinarias"
S72064E,D,"Fractura articular sin desplazamiento de cabeza de fémur derecho, contacto sucesivo por fractura abierta tipo I o II con curas rutinarias"
S72064F,D,"Fractura articular sin desplazamiento de cabeza de fémur derecho, contacto sucesivo por fractura abierta tipo IIIA, IIIB o IIIC con curas rutinarias"
S72064G,D,"Fractura articular sin desplazamiento de cabeza de fémur derecho, contacto sucesivo por fractura cerrada con retardo de consolidación"
S72064H,D,"Fractura articular sin desplazamiento de cabeza de fémur derecho, contacto sucesivo por fractura abierta tipo I o II con retardo de consolidación"
S72064J,D,"Fractura articular sin desplazamiento de cabeza de fémur derecho, contacto sucesivo por fractura abierta tipo IIIA, IIIB o IIIC con retardo de consolidación"
S72064K,D,"Fractura articular sin desplazamiento de cabeza de fémur derecho, contacto sucesivo por fractura cerrada con fracaso de consolidación"
S72064M,D,"Fractura articular sin desplazamiento de cabeza de fémur derecho, contacto sucesivo por fractura abierta tipo I o II con fracaso de consolidación"
S72064N,D,"Fractura articular sin desplazamiento de cabeza de fémur derecho, contacto sucesivo por fractura abierta tipo IIIA, IIIB o IIIC con fracaso de consolidación"
S72064P,D,"Fractura articular sin desplazamiento de cabeza de fémur derecho, contacto sucesivo por fractura cerrada con unión defectuosa"
S72064Q,D,"Fractura articular sin desplazamiento de cabeza de fémur derecho, contacto sucesivo por fractura abierta tipo I o II con unión defectuosa"
S72064R,D,"Fractura articular sin desplazamiento de cabeza de fémur derecho, contacto sucesivo por fractura abierta tipo IIIA, IIIB o IIIC con unión defectuosa"
S72064S,D,"Fractura articular sin desplazamiento de cabeza de fémur derecho, secuela"
S72065,D,Fractura articular sin desplazamiento de cabeza de fémur izquierdo
S72065A,D,"Fractura articular sin desplazamiento de cabeza de fémur izquierdo, contacto inicial por fractura cerrada"
S72065B,D,"Fractura articular sin desplazamiento de cabeza de fémur izquierdo, contacto inicial por fractura abierta tipo I, II o NEOM"
S72065C,D,"Fractura articular sin desplazamiento de cabeza de fémur izquierdo, contacto inicial por fractura abierta tipo IIIA, IIIB o IIIC"
S72065D,D,"Fractura articular sin desplazamiento de cabeza de fémur izquierdo, contacto sucesivo por fractura cerrada con curas rutinarias"
S72065E,D,"Fractura articular sin desplazamiento de cabeza de fémur izquierdo, contacto sucesivo por fractura abierta tipo I o II con curas rutinarias"
S72065F,D,"Fractura articular sin desplazamiento de cabeza de fémur izquierdo, contacto sucesivo por fractura abierta tipo IIIA, IIIB o IIIC con curas rutinarias"
S72065G,D,"Fractura articular sin desplazamiento de cabeza de fémur izquierdo, contacto sucesivo por fractura cerrada con retardo de consolidación"
S72065H,D,"Fractura articular sin desplazamiento de cabeza de fémur izquierdo, contacto sucesivo por fractura abierta tipo I o II con retardo de consolidación"
S72065J,D,"Fractura articular sin desplazamiento de cabeza de fémur izquierdo, contacto sucesivo por fractura abierta tipo IIIA, IIIB o IIIC con retardo de consolidación"
S72065K,D,"Fractura articular sin desplazamiento de cabeza de fémur izquierdo, contacto sucesivo por fractura cerrada con fracaso de consolidación"
S72065M,D,"Fractura articular sin desplazamiento de cabeza de fémur izquierdo, contacto sucesivo por fractura abierta tipo I o II con fracaso de consolidación"
S72065N,D,"Fractura articular sin desplazamiento de cabeza de fémur izquierdo, contacto sucesivo por fractura abierta tipo IIIA, IIIB o IIIC con fracaso de consolidación"
S72065P,D,"Fractura articular sin desplazamiento de cabeza de fémur izquierdo, contacto sucesivo por fractura cerrada con unión defectuosa"
S72065Q,D,"Fractura articular sin desplazamiento de cabeza de fémur izquierdo, contacto sucesivo por fractura abierta tipo I o II con unión defectuosa"
S72065R,D,"Fractura articular sin desplazamiento de cabeza de fémur izquierdo, contacto sucesivo por fractura abierta tipo IIIA, IIIB o IIIC con unión defectuosa"
S72065S,D,"Fractura articular sin desplazamiento de cabeza de fémur izquierdo, secuela"
S72066,D,Fractura articular sin desplazamiento de cabeza de fémur no especificado
S72066A,D,"Fractura articular sin desplazamiento de cabeza de fémur no especificado, contacto inicial por fractura cerrada"
S72066B,D,"Fractura articular sin desplazamiento de cabeza de fémur no especificado, contacto inicial por fractura abierta tipo I, II o NEOM"
S72066C,D,"Fractura articular sin desplazamiento de cabeza de fémur no especificado, contacto inicial por fractura abierta tipo IIIA, IIIB o IIIC"
S72066D,D,"Fractura articular sin desplazamiento de cabeza de fémur no especificado, contacto sucesivo por fractura cerrada con curas rutinarias"
S72066E,D,"Fractura articular sin desplazamiento de cabeza de fémur no especificado, contacto sucesivo por fractura abierta tipo I o II con curas rutinarias"
S72066F,D,"Fractura articular sin desplazamiento de cabeza de fémur no especificado, contacto sucesivo por fractura abierta tipo IIIA, IIIB o IIIC con curas rutinarias"
S72066G,D,"Fractura articular sin desplazamiento de cabeza de fémur no especificado, contacto sucesivo por fractura cerrada con retardo de consolidación"
S72066H,D,"Fractura articular sin desplazamiento de cabeza de fémur no especificado, contacto sucesivo por fractura abierta tipo I o II con retardo de consolidación"
S72066J,D,"Fractura articular sin desplazamiento de cabeza de fémur no especificado, contacto sucesivo por fractura abierta tipo IIIA, IIIB o IIIC con retardo de consolidación"
S72066K,D,"Fractura articular sin desplazamiento de cabeza de fémur no especificado, contacto sucesivo por fractura cerrada con fracaso de consolidación"
S72066M,D,"Fractura articular sin desplazamiento de cabeza de fémur no especificado, contacto sucesivo por fractura abierta tipo I o II con fracaso de consolidación"
S72066N,D,"Fractura articular sin desplazamiento de cabeza de fémur no especificado, contacto sucesivo por fractura abierta tipo IIIA, IIIB o IIIC con fracaso de consolidación"
S72066P,D,"Fractura articular sin desplazamiento de cabeza de fémur no especificado, contacto sucesivo por fractura cerrada con unión defectuosa"
S72066Q,D,"Fractura articular sin desplazamiento de cabeza de fémur no especificado, contacto sucesivo por fractura abierta tipo I o II con unión defectuosa"
S72066R,D,"Fractura articular sin desplazamiento de cabeza de fémur no especificado, contacto sucesivo por fractura abierta tipo IIIA, IIIB o IIIC con unión defectuosa"
S72066S,D,"Fractura articular sin desplazamiento de cabeza de fémur no especificado, secuela"
S7209,D,Otra fractura de cabeza y cuello de fémur
S72091,D,Otra fractura de cabeza y cuello de fémur derecho
S72091A,D,"Otra fractura de cabeza y cuello de fémur derecho, contacto inicial por fractura cerrada"
S72091B,D,"Otra fractura de cabeza y cuello de fémur derecho, contacto inicial por fractura abierta tipo I, II o NEOM"
S72091C,D,"Otra fractura de cabeza y cuello de fémur derecho, contacto inicial por fractura abierta tipo IIIA, IIIB o IIIC"
S72091D,D,"Otra fractura de cabeza y cuello de fémur derecho, contacto sucesivo por fractura cerrada con curas rutinarias"
S72091E,D,"Otra fractura de cabeza y cuello de fémur derecho, contacto sucesivo por fractura abierta tipo I o II con curas rutinarias"
S72091F,D,"Otra fractura de cabeza y cuello de fémur derecho, contacto sucesivo por fractura abierta tipo IIIA, IIIB o IIIC con curas rutinarias"
S72091G,D,"Otra fractura de cabeza y cuello de fémur derecho, contacto sucesivo por fractura cerrada con retardo de consolidación"
S72091H,D,"Otra fractura de cabeza y cuello de fémur derecho, contacto sucesivo por fractura abierta tipo I o II con retardo de consolidación"
S72091J,D,"Otra fractura de cabeza y cuello de fémur derecho, contacto sucesivo por fractura abierta tipo IIIA, IIIB o IIIC con retardo de consolidación"
S72091K,D,"Otra fractura de cabeza y cuello de fémur derecho, contacto sucesivo por fractura cerrada con fracaso de consolidación"
S72091M,D,"Otra fractura de cabeza y cuello de fémur derecho, contacto sucesivo por fractura abierta tipo I o II con fracaso de consolidación"
S72091N,D,"Otra fractura de cabeza y cuello de fémur derecho, contacto sucesivo por fractura abierta tipo IIIA, IIIB o IIIC con fracaso de consolidación"
S72091P,D,"Otra fractura de cabeza y cuello de fémur derecho, contacto sucesivo por fractura cerrada con unión defectuosa"
S72091Q,D,"Otra fractura de cabeza y cuello de fémur derecho, contacto sucesivo por fractura abierta tipo I o II con unión defectuosa"
S72091R,D,"Otra fractura de cabeza y cuello de fémur derecho, contacto sucesivo por fractura abierta tipo IIIA, IIIB o IIIC con unión defectuosa"
S72091S,D,"Otra fractura de cabeza y cuello de fémur derecho, secuela"
S72092,D,Otra fractura de cabeza y cuello de fémur izquierdo
S72092A,D,"Otra fractura de cabeza y cuello de fémur izquierdo, contacto inicial por fractura cerrada"
S72092B,D,"Otra fractura de cabeza y cuello de fémur izquierdo, contacto inicial por fractura abierta tipo I, II o NEOM"
S72092C,D,"Otra fractura de cabeza y cuello de fémur izquierdo, contacto inicial por fractura abierta tipo IIIA, IIIB o IIIC"
S72092D,D,"Otra fractura de cabeza y cuello de fémur izquierdo, contacto sucesivo por fractura cerrada con curas rutinarias"
S72092E,D,"Otra fractura de cabeza y cuello de fémur izquierdo, contacto sucesivo por fractura abierta tipo I o II con curas rutinarias"
S72092F,D,"Otra fractura de cabeza y cuello de fémur izquierdo, contacto sucesivo por fractura abierta tipo IIIA, IIIB o IIIC con curas rutinarias"
S72092G,D,"Otra fractura de cabeza y cuello de fémur izquierdo, contacto sucesivo por fractura cerrada con retardo de consolidación"
S72092H,D,"Otra fractura de cabeza y cuello de fémur izquierdo, contacto sucesivo por fractura abierta tipo I o II con retardo de consolidación"
S72092J,D,"Otra fractura de cabeza y cuello de fémur izquierdo, contacto sucesivo por fractura abierta tipo IIIA, IIIB o IIIC con retardo de consolidación"
S72092K,D,"Otra fractura de cabeza y cuello de fémur izquierdo, contacto sucesivo por fractura cerrada con fracaso de consolidación"
S72092M,D,"Otra fractura de cabeza y cuello de fémur izquierdo, contacto sucesivo por fractura abierta tipo I o II con fracaso de consolidación"
S72092N,D,"Otra fractura de cabeza y cuello de fémur izquierdo, contacto sucesivo por fractura abierta tipo IIIA, IIIB o IIIC con fracaso de consolidación"
S72092P,D,"Otra fractura de cabeza y cuello de fémur izquierdo, contacto sucesivo por fractura cerrada con unión defectuosa"
S72092Q,D,"Otra fractura de cabeza y cuello de fémur izquierdo, contacto sucesivo por fractura abierta tipo I o II con unión defectuosa"
S72092R,D,"Otra fractura de cabeza y cuello de fémur izquierdo, contacto sucesivo por fractura abierta tipo IIIA, IIIB o IIIC con unión defectuosa"
S72092S,D,"Otra fractura de cabeza y cuello de fémur izquierdo, secuela"
S72099,D,Otra fractura de cabeza y cuello de fémur no especificado
S72099A,D,"Otra fractura de cabeza y cuello de fémur no especificado, contacto inicial por fractura cerrada"
S72099B,D,"Otra fractura de cabeza y cuello de fémur no especificado, contacto inicial por fractura abierta tipo I, II o NEOM"
S72099C,D,"Otra fractura de cabeza y cuello de fémur no especificado, contacto inicial por fractura abierta tipo IIIA, IIIB o IIIC"
S72099D,D,"Otra fractura de cabeza y cuello de fémur no especificado, contacto sucesivo por fractura cerrada con curas rutinarias"
S72099E,D,"Otra fractura de cabeza y cuello de fémur no especificado, contacto sucesivo por fractura abierta tipo I o II con curas rutinarias"
S72099F,D,"Otra fractura de cabeza y cuello de fémur no especificado, contacto sucesivo por fractura abierta tipo IIIA, IIIB o IIIC con curas rutinarias"
S72099G,D,"Otra fractura de cabeza y cuello de fémur no especificado, contacto sucesivo por fractura cerrada con retardo de consolidación"
S72099H,D,"Otra fractura de cabeza y cuello de fémur no especificado, contacto sucesivo por fractura abierta tipo I o II con retardo de consolidación"
S72099J,D,"Otra fractura de cabeza y cuello de fémur no especificado, contacto sucesivo por fractura abierta tipo IIIA, IIIB o IIIC con retardo de consolidación"
S72099K,D,"Otra fractura de cabeza y cuello de fémur no especificado, contacto sucesivo por fractura cerrada con fracaso de consolidación"
